"Marca","Tamanho do Motor","Preço Médio BRL","Combustível","Idade"
"GM - Chevrolet",1,16880,"Alcohol",17
"Fiat",2.8,26579,"Diesel",24
"GM - Chevrolet",2,14875,"Gasoline",22
"GM - Chevrolet",4.1,10563,"Gasoline",37
"Ford",2.5,43199,"Gasoline",12
"Ford",1.6,55012,"Gasoline",5
"Mercedes-Benz",2.2,211897,"Diesel",0
"Ford",3.9,49112,"Diesel",33
"VW - VolksWagen",1.6,13206,"Gasoline",22
"Mercedes-Benz",4,2303546,"Gasoline",3
"GM - Chevrolet",6.2,368102,"Gasoline",6
"VW - VolksWagen",1.6,35671,"Gasoline",11
"Fiat",1.8,45972,"Gasoline",9
"GM - Chevrolet",4.1,31731,"Gasoline",31
"GM - Chevrolet",1,48946,"Gasoline",6
"Fiat",1,24689,"Gasoline",13
"Ford",4.9,15688,"Gasoline",30
"GM - Chevrolet",1,100159,"Gasoline",0
"VW - VolksWagen",1.8,23854,"Gasoline",19
"Fiat",1.5,10488,"Alcohol",23
"GM - Chevrolet",1.8,6248,"Gasoline",33
"GM - Chevrolet",2.8,53149,"Diesel",18
"Fiat",1.4,86201,"Gasoline",3
"VW - VolksWagen",1.6,104654,"Gasoline",2
"GM - Chevrolet",2.5,32675,"Diesel",24
"VW - VolksWagen",2,19803,"Gasoline",27
"GM - Chevrolet",4.1,23489,"Gasoline",29
"Fiat",1.8,14619,"Gasoline",19
"VW - VolksWagen",2.5,41774,"Gasoline",14
"VW - VolksWagen",1,10743,"Gasoline",22
"GM - Chevrolet",1.8,42005,"Gasoline",10
"GM - Chevrolet",2,27403,"Gasoline",15
"Fiat",1.6,35569,"Gasoline",10
"Ford",4.2,91111,"Diesel",24
"VW - VolksWagen",1.8,6750,"Gasoline",29
"Mercedes-Benz",2.2,100968,"Diesel",10
"Fiat",1.6,45658,"Gasoline",7
"Fiat",1,15082,"Gasoline",18
"GM - Chevrolet",1.4,13447,"Gasoline",18
"VW - VolksWagen",1.6,43045,"Gasoline",8
"Mercedes-Benz",2.4,41618,"Gasoline",21
"Mercedes-Benz",2.2,112727,"Diesel",9
"GM - Chevrolet",2.8,303673,"Diesel",0
"Mercedes-Benz",5.5,1177513,"Gasoline",7
"GM - Chevrolet",1,35841,"Gasoline",7
"Fiat",2.4,20729,"Gasoline",19
"VW - VolksWagen",1,8892,"Alcohol",22
"Mercedes-Benz",2.3,31638,"Gasoline",27
"Ford",4,20751,"Gasoline",27
"Ford",1,16912,"Gasoline",20
"VW - VolksWagen",2,20799,"Gasoline",20
"VW - VolksWagen",1.4,70686,"Gasoline",9
"Ford",1.5,47380,"Gasoline",6
"GM - Chevrolet",1,12700,"Gasoline",21
"VW - VolksWagen",1.6,42230,"Gasoline",9
"GM - Chevrolet",2,36319,"Gasoline",13
"Fiat",1.8,65955,"Gasoline",9
"Fiat",1.4,107492,"Gasoline",0
"Fiat",1.6,5830,"Gasoline",33
"Mercedes-Benz",2,265576,"Gasoline",6
"Mercedes-Benz",2.2,105644,"Diesel",11
"VW - VolksWagen",1.8,3211,"Gasoline",38
"Fiat",2.8,42006,"Diesel",18
"VW - VolksWagen",1.8,11579,"Gasoline",34
"Mercedes-Benz",6,52887,"Gasoline",29
"VW - VolksWagen",1,94612,"Gasoline",2
"VW - VolksWagen",1.8,9120,"Gasoline",33
"VW - VolksWagen",1,49005,"Gasoline",7
"GM - Chevrolet",1,7806,"Gasoline",27
"Ford",1,23020,"Gasoline",14
"GM - Chevrolet",2.2,21024,"Gasoline",25
"Fiat",1,7523,"Gasoline",30
"GM - Chevrolet",2,28422,"Gasoline",14
"Mercedes-Benz",1.6,161019,"Gasoline",5
"Mercedes-Benz",2.2,216830,"Diesel",0
"GM - Chevrolet",3.9,28091,"Diesel",38
"Ford",3.9,74780,"Diesel",27
"GM - Chevrolet",2.5,23321,"Diesel",27
"GM - Chevrolet",2,35679,"Gasoline",12
"Fiat",1.8,32816,"Gasoline",15
"Ford",2.5,31201,"Diesel",24
"GM - Chevrolet",1,12853,"Gasoline",21
"GM - Chevrolet",4.1,35424,"Gasoline",25
"Fiat",1.3,48473,"Gasoline",5
"Fiat",1,8985,"Gasoline",25
"GM - Chevrolet",2.4,36821,"Gasoline",20
"Mercedes-Benz",3,340499,"Gasoline",6
"Ford",1.5,193739,"Gasoline",2
"Ford",1.5,98028,"Gasoline",2
"Mercedes-Benz",2.2,328916,"Diesel",1
"Fiat",1.5,8303,"Alcohol",27
"VW - VolksWagen",1.4,201271,"Gasoline",1
"GM - Chevrolet",2,9367,"Alcohol",26
"Fiat",1.3,20633,"Gasoline",19
"VW - VolksWagen",1.6,14543,"Alcohol",24
"VW - VolksWagen",1,12478,"Alcohol",19
"Ford",2.4,71032,"Diesel",12
"GM - Chevrolet",2,26221,"Gasoline",15
"GM - Chevrolet",1.6,9459,"Gasoline",22
"GM - Chevrolet",2,9310,"Gasoline",28
"Ford",3,75606,"Diesel",12
"GM - Chevrolet",2.4,65794,"Gasoline",11
"Fiat",1.6,40787,"Gasoline",8
"VW - VolksWagen",1.6,43799,"Gasoline",8
"VW - VolksWagen",1.8,11292,"Gasoline",32
"GM - Chevrolet",2.5,39734,"Diesel",23
"Ford",3,66701,"Diesel",16
"VW - VolksWagen",2.8,29015,"Gasoline",31
"VW - VolksWagen",1.6,11518,"Alcohol",26
"GM - Chevrolet",2,20143,"Gasoline",21
"VW - VolksWagen",2,24710,"Gasoline",20
"Mercedes-Benz",2,530352,"Gasoline",1
"Fiat",2.8,24951,"Diesel",25
"Ford",3.6,7035,"Gasoline",38
"VW - VolksWagen",1.8,10485,"Alcohol",26
"VW - VolksWagen",1.8,23944,"Gasoline",16
"VW - VolksWagen",1.4,132391,"Gasoline",4
"Ford",2.3,24854,"Gasoline",21
"Mercedes-Benz",6,406985,"Gasoline",13
"VW - VolksWagen",1.6,41034,"Gasoline",8
"Ford",2,6251,"Gasoline",28
"Mercedes-Benz",5,48286,"Gasoline",28
"VW - VolksWagen",1.4,81463,"Gasoline",7
"Mercedes-Benz",2,183137,"Gasoline",8
"Fiat",1.5,8609,"Alcohol",28
"GM - Chevrolet",1,82134,"Gasoline",2
"Fiat",1.4,34343,"Gasoline",13
"Mercedes-Benz",4,641998,"Gasoline",4
"Mercedes-Benz",1.6,180390,"Gasoline",5
"Fiat",1.8,73871,"Gasoline",7
"GM - Chevrolet",4.1,10346,"Gasoline",37
"Fiat",2.5,19125,"Diesel",24
"VW - VolksWagen",1,14712,"Gasoline",19
"GM - Chevrolet",1.6,41463,"Gasoline",9
"Ford",2.4,65000,"Diesel",13
"Fiat",1.3,18274,"Gasoline",21
"Fiat",1.8,30301,"Gasoline",13
"Ford",2.5,35562,"Diesel",27
"VW - VolksWagen",1.8,7263,"Gasoline",29
"VW - VolksWagen",1.4,36172,"Gasoline",11
"GM - Chevrolet",1.8,27145,"Gasoline",15
"Ford",2.5,90098,"Gasoline",10
"VW - VolksWagen",1.8,10895,"Gasoline",31
"Ford",3.9,103590,"Diesel",14
"Fiat",1.8,27639,"Gasoline",15
"Ford",1,6067,"Gasoline",25
"Fiat",1.8,55638,"Gasoline",9
"Fiat",2,7364,"Gasoline",27
"Mercedes-Benz",3.2,22539,"Gasoline",30
"Fiat",1.4,99552,"Gasoline",1
"GM - Chevrolet",2.4,33977,"Gasoline",17
"VW - VolksWagen",2,18023,"Gasoline",26
"VW - VolksWagen",1.8,23241,"Gasoline",17
"Mercedes-Benz",2.2,70663,"Diesel",11
"Fiat",2.8,26525,"Diesel",24
"Fiat",2,6336,"Alcohol",28
"Ford",2.2,63735,"Diesel",11
"GM - Chevrolet",1,60250,"Gasoline",3
"VW - VolksWagen",1.8,14521,"Alcohol",26
"Mercedes-Benz",2,241524,"Gasoline",4
"Ford",2,7337,"Gasoline",29
"GM - Chevrolet",3.9,42566,"Diesel",37
"Fiat",1.5,3259,"Gasoline",35
"GM - Chevrolet",1.8,26477,"Gasoline",18
"VW - VolksWagen",1.8,8275,"Gasoline",34
"Ford",2.5,39965,"Diesel",27
"Fiat",1.6,39856,"Gasoline",10
"Fiat",1,37671,"Gasoline",8
"GM - Chevrolet",2,45368,"Gasoline",12
"Ford",2,7480,"Gasoline",29
"GM - Chevrolet",1,11050,"Gasoline",22
"Fiat",2.3,55873,"Diesel",13
"VW - VolksWagen",2,20666,"Gasoline",20
"Fiat",1.6,43785,"Gasoline",9
"Fiat",1.8,57310,"Gasoline",9
"Ford",2,41698,"Gasoline",11
"Mercedes-Benz",2,229000,"Gasoline",8
"Mercedes-Benz",5,63586,"Gasoline",24
"GM - Chevrolet",2,27766,"Gasoline",15
"VW - VolksWagen",1.8,13165,"Gasoline",28
"GM - Chevrolet",1.8,28811,"Gasoline",14
"Fiat",1.4,99381,"Gasoline",8
"Ford",1,22375,"Gasoline",15
"Ford",1.8,6244,"Gasoline",32
"GM - Chevrolet",4.3,17068,"Gasoline",23
"Ford",1.8,8449,"Gasoline",25
"Fiat",2.3,152948,"Diesel",3
"VW - VolksWagen",1.6,30212,"Gasoline",13
"GM - Chevrolet",2,9609,"Gasoline",28
"Ford",4.9,35451,"Gasoline",25
"VW - VolksWagen",1.8,101157,"Gasoline",16
"VW - VolksWagen",1,133632,"Gasoline",0
"VW - VolksWagen",1,43386,"Gasoline",7
"Mercedes-Benz",2.2,65602,"Diesel",13
"Ford",2,7939,"Gasoline",29
"GM - Chevrolet",1,46050,"Gasoline",8
"GM - Chevrolet",1,47649,"Gasoline",7
"Ford",1.8,6731,"Gasoline",30
"Ford",1.6,34784,"Gasoline",10
"Mercedes-Benz",5.5,832346,"Gasoline",6
"Ford",1.8,19453,"Gasoline",31
"Ford",1.6,15754,"Gasoline",19
"GM - Chevrolet",1.8,26394,"Gasoline",14
"Fiat",1.8,47521,"Gasoline",8
"Mercedes-Benz",2.3,31030,"Gasoline",30
"VW - VolksWagen",1.6,49153,"Gasoline",9
"Fiat",1.3,66534,"Gasoline",3
"Fiat",2.8,31504,"Diesel",22
"VW - VolksWagen",1.6,27711,"Gasoline",17
"VW - VolksWagen",1.6,24900,"Gasoline",15
"VW - VolksWagen",1.6,58201,"Gasoline",3
"VW - VolksWagen",1.8,21443,"Gasoline",20
"VW - VolksWagen",1.6,47285,"Gasoline",7
"GM - Chevrolet",2.2,26616,"Gasoline",24
"VW - VolksWagen",2,142087,"Gasoline",6
"GM - Chevrolet",1,8907,"Gasoline",26
"VW - VolksWagen",1.6,58150,"Gasoline",8
"Fiat",1.5,10030,"Gasoline",26
"VW - VolksWagen",1.6,47201,"Gasoline",8
"GM - Chevrolet",5.7,120126,"Gasoline",21
"Fiat",1.6,10909,"Gasoline",23
"Fiat",1,32854,"Gasoline",10
"GM - Chevrolet",1.8,7527,"Gasoline",31
"VW - VolksWagen",1.6,52070,"Gasoline",8
"Ford",2.3,25917,"Gasoline",20
"Mercedes-Benz",1.8,74232,"Gasoline",12
"Mercedes-Benz",4,2237090,"Gasoline",2
"VW - VolksWagen",1.8,9722,"Alcohol",25
"GM - Chevrolet",4.1,26730,"Gasoline",28
"Ford",2.3,48629,"Gasoline",14
"GM - Chevrolet",1.6,12352,"Gasoline",23
"Fiat",1.4,33339,"Gasoline",10
"Mercedes-Benz",2.2,85201,"Diesel",12
"Fiat",1.4,43147,"Gasoline",9
"GM - Chevrolet",2.8,118803,"Diesel",9
"Mercedes-Benz",2.2,40845,"Gasoline",28
"VW - VolksWagen",2,16330,"Gasoline",29
"GM - Chevrolet",1.8,118191,"Gasoline",0
"GM - Chevrolet",2,30553,"Gasoline",14
"Fiat",2.8,26413,"Diesel",23
"Ford",4,33449,"Gasoline",27
"Fiat",2.3,77601,"Diesel",10
"GM - Chevrolet",4.1,26819,"Gasoline",29
"Mercedes-Benz",3.5,55879,"Gasoline",18
"GM - Chevrolet",2.4,29703,"Gasoline",18
"VW - VolksWagen",1,21263,"Gasoline",16
"GM - Chevrolet",2.5,33959,"Diesel",25
"Fiat",2.3,71380,"Diesel",13
"Ford",3.5,53024,"Gasoline",13
"VW - VolksWagen",1,21494,"Gasoline",16
"Mercedes-Benz",1.6,175665,"Gasoline",4
"VW - VolksWagen",1.8,9251,"Gasoline",27
"Fiat",1,13809,"Gasoline",21
"GM - Chevrolet",2.2,11064,"Gasoline",29
"Ford",1,73229,"Gasoline",5
"Fiat",1.8,41577,"Gasoline",9
"GM - Chevrolet",4.1,17221,"Gasoline",31
"VW - VolksWagen",2,137160,"Gasoline",8
"Mercedes-Benz",5.5,139725,"Gasoline",18
"VW - VolksWagen",2,37307,"Gasoline",20
"VW - VolksWagen",2,42962,"Gasoline",15
"Mercedes-Benz",1.8,95832,"Gasoline",12
"GM - Chevrolet",2,24772,"Gasoline",16
"VW - VolksWagen",1.6,19555,"Gasoline",24
"GM - Chevrolet",4.1,11996,"Gasoline",35
"Mercedes-Benz",2,185766,"Gasoline",6
"Ford",3.2,227804,"Diesel",1
"Mercedes-Benz",1.9,19479,"Gasoline",20
"Fiat",1,26795,"Gasoline",10
"Fiat",1.6,3133,"Gasoline",38
"VW - VolksWagen",1,90342,"Gasoline",4
"Mercedes-Benz",2,238364,"Gasoline",4
"VW - VolksWagen",1.6,43759,"Gasoline",8
"Mercedes-Benz",2.2,171810,"Diesel",5
"GM - Chevrolet",2.4,27081,"Gasoline",18
"GM - Chevrolet",1,9558,"Alcohol",23
"GM - Chevrolet",1,59975,"Gasoline",3
"Mercedes-Benz",2.2,255319,"Diesel",1
"GM - Chevrolet",2,19273,"Gasoline",19
"VW - VolksWagen",1,48668,"Gasoline",8
"Mercedes-Benz",1.6,136493,"Gasoline",6
"VW - VolksWagen",1.8,6241,"Gasoline",35
"GM - Chevrolet",5.7,85981,"Gasoline",29
"Ford",1.6,27718,"Gasoline",15
"GM - Chevrolet",4,46558,"Diesel",34
"GM - Chevrolet",2.8,51121,"Diesel",22
"Fiat",1.6,40640,"Gasoline",8
"GM - Chevrolet",4.1,15089,"Gasoline",32
"VW - VolksWagen",1.6,21912,"Gasoline",17
"Ford",4,12398,"Gasoline",32
"VW - VolksWagen",1.6,46255,"Gasoline",8
"VW - VolksWagen",1,11833,"Gasoline",22
"Ford",1.6,12964,"Gasoline",21
"VW - VolksWagen",1.6,5850,"Gasoline",36
"Fiat",1.8,23225,"Gasoline",16
"VW - VolksWagen",1.8,8114,"Gasoline",34
"GM - Chevrolet",1,51539,"Gasoline",6
"GM - Chevrolet",1.4,24497,"Gasoline",13
"GM - Chevrolet",1.4,70298,"Gasoline",5
"VW - VolksWagen",2,16062,"Gasoline",25
"Ford",3,45201,"Gasoline",12
"GM - Chevrolet",3.6,28913,"Gasoline",18
"Fiat",0.7,3616,"Gasoline",28
"GM - Chevrolet",2.4,51599,"Gasoline",13
"Mercedes-Benz",5,35941,"Gasoline",31
"GM - Chevrolet",2.5,110610,"Gasoline",8
"Fiat",1.8,10883,"Gasoline",22
"Fiat",1,31548,"Gasoline",10
"Fiat",2.4,17726,"Gasoline",20
"Fiat",1.8,24969,"Gasoline",15
"Mercedes-Benz",1.8,64520,"Gasoline",12
"GM - Chevrolet",1,43675,"Gasoline",8
"Mercedes-Benz",3.5,58493,"Gasoline",16
"VW - VolksWagen",1.6,69921,"Gasoline",2
"Fiat",1,27614,"Gasoline",10
"VW - VolksWagen",1,128758,"Gasoline",2
"VW - VolksWagen",2,36311,"Gasoline",21
"GM - Chevrolet",4,52290,"Diesel",31
"Ford",1.8,15712,"Gasoline",19
"VW - VolksWagen",2,20839,"Gasoline",20
"Ford",5,393461,"Gasoline",5
"Ford",1.6,17831,"Gasoline",26
"Ford",3,51593,"Diesel",17
"Mercedes-Benz",4,865123,"Gasoline",2
"Mercedes-Benz",6.2,158505,"Gasoline",14
"Ford",3.9,99820,"Diesel",12
"Mercedes-Benz",5,57459,"Gasoline",25
"GM - Chevrolet",1.8,9276,"Gasoline",30
"Fiat",1.3,156058,"Gasoline",0
"VW - VolksWagen",1.6,48019,"Gasoline",7
"Fiat",1.8,17588,"Gasoline",17
"VW - VolksWagen",2,172303,"Gasoline",4
"Mercedes-Benz",5.5,275926,"Gasoline",10
"GM - Chevrolet",2.5,12449,"Gasoline",35
"GM - Chevrolet",4.1,25450,"Gasoline",33
"GM - Chevrolet",2.2,24532,"Gasoline",25
"Mercedes-Benz",1.6,239990,"Gasoline",4
"Ford",2.3,40236,"Gasoline",17
"VW - VolksWagen",1.8,16834,"Alcohol",27
"VW - VolksWagen",1.8,27220,"Gasoline",16
"VW - VolksWagen",2,18656,"Gasoline",20
"Mercedes-Benz",3.5,72399,"Gasoline",16
"Mercedes-Benz",2.2,38659,"Diesel",21
"GM - Chevrolet",4.1,24492,"Gasoline",34
"VW - VolksWagen",2,22120,"Gasoline",22
"VW - VolksWagen",1,51937,"Gasoline",7
"Fiat",1.8,83908,"Gasoline",3
"GM - Chevrolet",1,27499,"Gasoline",10
"Mercedes-Benz",2.2,264159,"Diesel",1
"GM - Chevrolet",2.5,38866,"Diesel",23
"VW - VolksWagen",1.6,59497,"Gasoline",6
"Fiat",1.5,4559,"Gasoline",28
"Mercedes-Benz",2.2,232845,"Diesel",2
"Fiat",2.8,59437,"Diesel",14
"Ford",1.6,51656,"Gasoline",7
"GM - Chevrolet",1.8,64567,"Gasoline",8
"Mercedes-Benz",6,91843,"Gasoline",25
"GM - Chevrolet",4.3,23405,"Gasoline",25
"Mercedes-Benz",4,520352,"Gasoline",5
"Fiat",1.6,34714,"Gasoline",11
"VW - VolksWagen",1,41194,"Gasoline",9
"Mercedes-Benz",3.5,119733,"Gasoline",13
"VW - VolksWagen",1.8,37010,"Gasoline",15
"VW - VolksWagen",1.6,40990,"Gasoline",8
"Ford",1.6,60853,"Gasoline",4
"GM - Chevrolet",1.8,20132,"Gasoline",18
"Mercedes-Benz",2.2,48787,"Diesel",19
"Ford",1.6,54912,"Gasoline",6
"Ford",1.8,5953,"Gasoline",34
"Fiat",1.8,27285,"Gasoline",15
"VW - VolksWagen",1.6,19210,"Gasoline",19
"GM - Chevrolet",1.8,52954,"Gasoline",11
"Fiat",2.3,203114,"Diesel",2
"Ford",2.5,29284,"Diesel",23
"Mercedes-Benz",2.2,200549,"Diesel",4
"Ford",1.6,23317,"Gasoline",16
"GM - Chevrolet",1,18111,"Gasoline",14
"Ford",2,23265,"Gasoline",18
"VW - VolksWagen",1.4,206729,"Gasoline",0
"Mercedes-Benz",2.2,78757,"Diesel",11
"Mercedes-Benz",1.8,57775,"Gasoline",14
"Fiat",1,42044,"Gasoline",7
"VW - VolksWagen",1.6,33579,"Gasoline",12
"Mercedes-Benz",3,340338,"Gasoline",6
"Fiat",1,10025,"Gasoline",23
"Fiat",1.4,30525,"Gasoline",12
"VW - VolksWagen",1.8,12690,"Gasoline",32
"Fiat",1,53829,"Gasoline",5
"Fiat",1,12470,"Gasoline",23
"Fiat",1.5,2768,"Gasoline",37
"Mercedes-Benz",2.2,249152,"Diesel",0
"Mercedes-Benz",2,263158,"Gasoline",5
"VW - VolksWagen",1.4,199324,"Gasoline",1
"Fiat",1.8,31527,"Gasoline",12
"VW - VolksWagen",1,15848,"Gasoline",16
"Fiat",2,16315,"Gasoline",24
"Fiat",1.8,64158,"Gasoline",4
"Ford",3,53793,"Diesel",17
"Fiat",1.8,13981,"Gasoline",20
"Ford",2.8,55279,"Diesel",20
"VW - VolksWagen",1,38276,"Gasoline",9
"GM - Chevrolet",2,15147,"Gasoline",22
"VW - VolksWagen",2.8,13698,"Gasoline",25
"VW - VolksWagen",1.6,26519,"Gasoline",14
"Fiat",1,38000,"Gasoline",6
"GM - Chevrolet",2,11502,"Gasoline",25
"Fiat",1.8,35791,"Gasoline",12
"VW - VolksWagen",2,135193,"Diesel",7
"Mercedes-Benz",3.5,82017,"Gasoline",14
"GM - Chevrolet",2,34913,"Gasoline",14
"VW - VolksWagen",1.6,10659,"Gasoline",29
"Ford",1.6,23855,"Gasoline",17
"Mercedes-Benz",6,170933,"Gasoline",19
"GM - Chevrolet",4,17022,"Diesel",37
"GM - Chevrolet",3.9,72314,"Diesel",30
"GM - Chevrolet",2.1,13442,"Diesel",28
"Mercedes-Benz",4.7,404205,"Gasoline",8
"Ford",4.9,31895,"Gasoline",26
"GM - Chevrolet",2.5,164918,"Gasoline",3
"Mercedes-Benz",2.2,83265,"Diesel",12
"Ford",2,61886,"Gasoline",7
"Fiat",1,34897,"Gasoline",9
"GM - Chevrolet",1.4,55298,"Gasoline",5
"GM - Chevrolet",2.8,210356,"Diesel",4
"Mercedes-Benz",3,78382,"Diesel",16
"Mercedes-Benz",2.2,231401,"Diesel",0
"VW - VolksWagen",1.6,58137,"Gasoline",7
"Mercedes-Benz",6,131394,"Gasoline",22
"Fiat",1,26261,"Gasoline",10
"Fiat",1.8,13224,"Gasoline",20
"VW - VolksWagen",1.8,14038,"Gasoline",24
"Ford",2,10047,"Gasoline",24
"VW - VolksWagen",1.8,9497,"Gasoline",33
"Fiat",1,8292,"Gasoline",29
"Fiat",2,8099,"Gasoline",29
"Fiat",1,50134,"Gasoline",4
"GM - Chevrolet",4.1,12054,"Gasoline",35
"GM - Chevrolet",1.4,62954,"Gasoline",4
"GM - Chevrolet",4.1,18849,"Alcohol",28
"VW - VolksWagen",1.6,48000,"Gasoline",7
"Mercedes-Benz",2.2,250866,"Diesel",0
"Fiat",1.5,10325,"Gasoline",30
"VW - VolksWagen",1,58956,"Gasoline",3
"VW - VolksWagen",1,73578,"Gasoline",1
"VW - VolksWagen",1.8,10359,"Alcohol",28
"Fiat",2,88497,"Diesel",7
"Mercedes-Benz",3,747050,"Diesel",1
"Ford",3,33652,"Diesel",18
"Ford",3.9,48801,"Diesel",33
"Fiat",1.4,72290,"Gasoline",8
"VW - VolksWagen",2,154842,"Gasoline",7
"VW - VolksWagen",1.8,19189,"Gasoline",28
"Ford",1,17023,"Gasoline",18
"GM - Chevrolet",1.4,145313,"Gasoline",1
"Ford",2,6389,"Gasoline",29
"GM - Chevrolet",1,12947,"Gasoline",21
"GM - Chevrolet",2,32632,"Gasoline",13
"Fiat",1,34455,"Gasoline",9
"Fiat",1.4,39567,"Gasoline",9
"Fiat",2.8,25841,"Diesel",25
"VW - VolksWagen",2,12368,"Gasoline",22
"GM - Chevrolet",2,34308,"Gasoline",15
"GM - Chevrolet",2.4,35780,"Gasoline",17
"VW - VolksWagen",1.8,11706,"Gasoline",25
"Fiat",2,12500,"Gasoline",24
"VW - VolksWagen",1.6,57027,"Gasoline",5
"Ford",2,21175,"Gasoline",17
"VW - VolksWagen",1.6,31314,"Gasoline",13
"VW - VolksWagen",1.4,39859,"Gasoline",11
"GM - Chevrolet",1.8,20083,"Gasoline",18
"VW - VolksWagen",1.6,21300,"Gasoline",17
"GM - Chevrolet",3.6,41910,"Gasoline",13
"GM - Chevrolet",2,28960,"Gasoline",16
"GM - Chevrolet",2.5,148956,"Gasoline",4
"VW - VolksWagen",1.6,42618,"Gasoline",9
"Ford",1,25748,"Gasoline",11
"GM - Chevrolet",1,7635,"Gasoline",29
"Fiat",1,11899,"Gasoline",19
"Mercedes-Benz",4,1968539,"Gasoline",4
"Mercedes-Benz",2.2,100297,"Diesel",10
"Ford",1.8,12864,"Gasoline",32
"Fiat",1.3,99906,"Gasoline",1
"Ford",3.9,34092,"Diesel",31
"Ford",2.4,47142,"Diesel",14
"Fiat",1.6,34351,"Gasoline",12
"Mercedes-Benz",6,312380,"Gasoline",14
"Mercedes-Benz",4,766600,"Gasoline",3
"VW - VolksWagen",2,92356,"Diesel",10
"Mercedes-Benz",1.8,50734,"Gasoline",13
"Fiat",1.5,11870,"Gasoline",27
"VW - VolksWagen",1.8,21705,"Gasoline",23
"VW - VolksWagen",1.6,31704,"Gasoline",12
"VW - VolksWagen",1.3,5383,"Gasoline",35
"VW - VolksWagen",2.5,65451,"Gasoline",10
"Fiat",1.4,67369,"Gasoline",4
"Fiat",1.4,102679,"Gasoline",8
"Ford",2,55792,"Gasoline",9
"VW - VolksWagen",1.6,33102,"Gasoline",13
"VW - VolksWagen",1.6,57165,"Gasoline",5
"VW - VolksWagen",1.6,58158,"Gasoline",5
"VW - VolksWagen",1.8,13140,"Alcohol",25
"Ford",1.6,17942,"Gasoline",23
"Fiat",2,212366,"Diesel",0
"VW - VolksWagen",2,68100,"Gasoline",9
"VW - VolksWagen",3.6,138147,"Gasoline",8
"Mercedes-Benz",5,33701,"Gasoline",32
"VW - VolksWagen",1.6,7528,"Gasoline",28
"Fiat",1,55844,"Gasoline",2
"GM - Chevrolet",4,69341,"Diesel",29
"VW - VolksWagen",2,19368,"Gasoline",28
"Ford",2,34583,"Gasoline",13
"GM - Chevrolet",4.2,73370,"Diesel",23
"Ford",3.9,128391,"Diesel",13
"VW - VolksWagen",1,17088,"Gasoline",16
"GM - Chevrolet",2,159227,"Gasoline",4
"Ford",2.2,249463,"Diesel",0
"GM - Chevrolet",2,42252,"Diesel",19
"VW - VolksWagen",1.6,5938,"Gasoline",35
"VW - VolksWagen",1,66698,"Gasoline",5
"VW - VolksWagen",1.6,28782,"Gasoline",18
"Mercedes-Benz",3.2,45849,"Gasoline",29
"VW - VolksWagen",1.6,47257,"Gasoline",7
"GM - Chevrolet",1.4,17950,"Gasoline",17
"Fiat",1,14671,"Gasoline",19
"VW - VolksWagen",1.6,4615,"Gasoline",33
"Ford",2,14965,"Gasoline",22
"GM - Chevrolet",1,12308,"Gasoline",24
"Mercedes-Benz",2.2,139278,"Diesel",8
"Mercedes-Benz",1.3,281907,"Gasoline",1
"GM - Chevrolet",2,19633,"Gasoline",18
"Mercedes-Benz",5.5,458089,"Gasoline",13
"Fiat",2.3,168831,"Diesel",4
"Fiat",1.6,19527,"Gasoline",21
"VW - VolksWagen",2,29254,"Gasoline",17
"VW - VolksWagen",1,85282,"Gasoline",3
"Mercedes-Benz",2.3,35367,"Gasoline",25
"VW - VolksWagen",1.4,141166,"Gasoline",1
"Mercedes-Benz",2.2,254742,"Diesel",2
"VW - VolksWagen",1.6,55512,"Gasoline",8
"Fiat",2.3,264601,"Diesel",0
"Fiat",1.6,9220,"Gasoline",25
"Fiat",1.4,35852,"Gasoline",10
"VW - VolksWagen",1.6,83427,"Gasoline",6
"Ford",3.9,113626,"Diesel",13
"VW - VolksWagen",1.6,34813,"Gasoline",11
"Ford",1,19028,"Gasoline",15
"Mercedes-Benz",6.2,282364,"Gasoline",11
"Fiat",1.8,49404,"Gasoline",8
"GM - Chevrolet",1,80651,"Gasoline",3
"Mercedes-Benz",4,1852415,"Gasoline",5
"Fiat",1.6,36501,"Gasoline",9
"VW - VolksWagen",1.4,76893,"Gasoline",8
"Fiat",1.6,46352,"Gasoline",7
"VW - VolksWagen",1.6,29074,"Gasoline",14
"Fiat",1.6,40228,"Gasoline",10
"GM - Chevrolet",1.4,72098,"Gasoline",4
"GM - Chevrolet",4.3,33317,"Gasoline",21
"Ford",1,10631,"Gasoline",18
"Ford",3.2,204625,"Diesel",4
"Mercedes-Benz",2.2,49966,"Diesel",19
"VW - VolksWagen",1.4,109083,"Gasoline",6
"Fiat",1,43778,"Gasoline",6
"VW - VolksWagen",2,26734,"Gasoline",24
"Mercedes-Benz",3.5,161272,"Gasoline",12
"Ford",2.5,37677,"Diesel",24
"GM - Chevrolet",4.2,74492,"Diesel",23
"VW - VolksWagen",2,253324,"Gasoline",2
"Fiat",1.3,11311,"Alcohol",19
"Fiat",1,78589,"Gasoline",0
"GM - Chevrolet",5.7,204452,"Gasoline",18
"Ford",3.2,106047,"Diesel",9
"Mercedes-Benz",6.3,359177,"Gasoline",10
"GM - Chevrolet",3.9,44198,"Diesel",35
"VW - VolksWagen",1.6,16714,"Alcohol",20
"Ford",3.9,102056,"Diesel",16
"Mercedes-Benz",2.6,28152,"Gasoline",31
"Fiat",1,20203,"Gasoline",12
