"Marca","Tamanho do Motor","Preço Médio BRL","Combustível","Idade"
"Fiat",1.4,63235,"Gasoline",4
"GM - Chevrolet",2.1,15130,"Diesel",25
"Fiat",1,7918,"Alcohol",28
"Ford",2.5,39457,"Gasoline",13
"Fiat",1,22429,"Gasoline",13
"Ford",1.8,13013,"Gasoline",33
"VW - VolksWagen",1,32388,"Gasoline",11
"Ford",4,22521,"Gasoline",27
"Fiat",1.9,38019,"Gasoline",10
"Fiat",1.4,33806,"Gasoline",11
"GM - Chevrolet",1.4,94268,"Gasoline",5
"VW - VolksWagen",2.8,29918,"Gasoline",19
"Ford",4.9,44563,"Gasoline",26
"Fiat",1.8,34495,"Gasoline",12
"GM - Chevrolet",1,13247,"Alcohol",18
"Ford",2,246432,"Diesel",1
"Mercedes-Benz",5,48213,"Gasoline",28
"Fiat",1,41597,"Gasoline",7
"Mercedes-Benz",2.2,47746,"Diesel",20
"Mercedes-Benz",4.7,671447,"Gasoline",5
"Ford",2,157116,"Gasoline",4
"GM - Chevrolet",1,22770,"Gasoline",19
"Ford",2,6212,"Gasoline",31
"Ford",1.4,9626,"Gasoline",24
"Mercedes-Benz",4,509145,"Gasoline",6
"Mercedes-Benz",1.9,23940,"Gasoline",19
"Fiat",2.5,26206,"Diesel",24
"VW - VolksWagen",1.8,16917,"Alcohol",26
"Fiat",1.8,37332,"Gasoline",11
"Fiat",1.4,23644,"Gasoline",12
"Mercedes-Benz",2,441104,"Gasoline",1
"Fiat",1.8,31710,"Gasoline",13
"VW - VolksWagen",1.6,17554,"Gasoline",28
"Fiat",1.6,38546,"Gasoline",9
"VW - VolksWagen",1.8,37070,"Gasoline",19
"GM - Chevrolet",4.1,52687,"Diesel",23
"Mercedes-Benz",2.2,169450,"Diesel",6
"Ford",3.9,15364,"Diesel",37
"GM - Chevrolet",2.5,11479,"Gasoline",36
"GM - Chevrolet",1.8,56743,"Gasoline",7
"Ford",1.6,26403,"Gasoline",12
"VW - VolksWagen",1,11509,"Gasoline",20
"GM - Chevrolet",1.8,54953,"Gasoline",11
"Ford",3.9,104008,"Diesel",12
"VW - VolksWagen",1.8,15320,"Gasoline",24
"GM - Chevrolet",1,13810,"Gasoline",21
"Fiat",1,21997,"Gasoline",14
"Fiat",1.4,49262,"Gasoline",8
"Fiat",1,49522,"Gasoline",3
"Mercedes-Benz",1.3,276857,"Gasoline",2
"Fiat",1.4,28773,"Gasoline",13
"VW - VolksWagen",1.6,50424,"Gasoline",8
"VW - VolksWagen",4.2,103985,"Gasoline",11
"Fiat",1.6,36312,"Gasoline",9
"VW - VolksWagen",1.6,31533,"Gasoline",12
"VW - VolksWagen",1,34415,"Gasoline",10
"VW - VolksWagen",2.8,21842,"Gasoline",20
"Ford",3.9,143097,"Diesel",14
"VW - VolksWagen",1.4,125773,"Gasoline",2
"GM - Chevrolet",1.8,30424,"Gasoline",15
"GM - Chevrolet",5.7,317106,"Gasoline",14
"Ford",5.8,40396,"Gasoline",25
"Ford",1.8,8566,"Gasoline",24
"Fiat",1.3,10628,"Gasoline",18
"GM - Chevrolet",1,96755,"Gasoline",0
"Ford",4,18925,"Gasoline",29
"Mercedes-Benz",5,227391,"Gasoline",15
"Fiat",1.8,24128,"Gasoline",17
"VW - VolksWagen",4.2,97954,"Gasoline",11
"Mercedes-Benz",4,569141,"Gasoline",5
"GM - Chevrolet",1.8,57295,"Gasoline",5
"Mercedes-Benz",2.2,198710,"Diesel",0
"GM - Chevrolet",2.8,53554,"Diesel",22
"GM - Chevrolet",1.6,13726,"Gasoline",22
"GM - Chevrolet",2.1,14811,"Diesel",26
"Mercedes-Benz",5.5,957630,"Gasoline",10
"Ford",1,66244,"Gasoline",5
"Ford",3.9,70230,"Diesel",24
"Fiat",1.8,37188,"Gasoline",10
"GM - Chevrolet",1.8,19839,"Gasoline",19
"Fiat",1.4,39900,"Gasoline",9
"Ford",1.6,41352,"Gasoline",9
"Mercedes-Benz",4,1895311,"Gasoline",0
"Ford",2.4,65085,"Diesel",13
"Fiat",1.3,22380,"Gasoline",19
"Fiat",1.8,28524,"Gasoline",17
"VW - VolksWagen",1.6,27260,"Gasoline",19
"GM - Chevrolet",1.8,6688,"Gasoline",32
"VW - VolksWagen",1.6,12709,"Gasoline",20
"VW - VolksWagen",1.6,27616,"Gasoline",15
"Fiat",1.8,50691,"Gasoline",10
"VW - VolksWagen",1.6,4295,"Gasoline",37
"GM - Chevrolet",6.2,371874,"Gasoline",6
"VW - VolksWagen",2,150615,"Diesel",6
"Ford",1.5,75970,"Gasoline",4
"GM - Chevrolet",4.1,24404,"Gasoline",29
"GM - Chevrolet",1.4,51194,"Gasoline",8
"Ford",2,16395,"Gasoline",22
"Fiat",1.8,75462,"Gasoline",5
"Fiat",1.5,13937,"Gasoline",23
"GM - Chevrolet",2,26252,"Gasoline",18
"GM - Chevrolet",2,39109,"Gasoline",13
"GM - Chevrolet",5,31745,"Gasoline",31
"Fiat",1.3,20776,"Gasoline",19
"GM - Chevrolet",4.3,23360,"Gasoline",26
"Fiat",1.3,120882,"Gasoline",0
"GM - Chevrolet",2.4,40666,"Gasoline",13
"Ford",3,9597,"Gasoline",30
"Fiat",1.6,15157,"Gasoline",23
"Ford",1,14535,"Gasoline",20
"Ford",2.5,45445,"Gasoline",11
"Fiat",1.3,13274,"Gasoline",20
"Mercedes-Benz",5.5,111898,"Gasoline",13
"Ford",4.9,39308,"Gasoline",25
"GM - Chevrolet",2.8,61280,"Diesel",18
"Ford",2.2,82168,"Diesel",10
"Mercedes-Benz",1.8,43450,"Gasoline",16
"GM - Chevrolet",1.8,72379,"Gasoline",7
"Ford",1.6,51366,"Gasoline",6
"Fiat",1,21571,"Gasoline",15
"Mercedes-Benz",2,460000,"Gasoline",3
"Mercedes-Benz",2.8,43068,"Gasoline",29
"GM - Chevrolet",1.6,8517,"Gasoline",28
"GM - Chevrolet",2,23500,"Gasoline",17
"Fiat",1,23791,"Gasoline",10
"VW - VolksWagen",1,80592,"Gasoline",4
"GM - Chevrolet",4.1,18634,"Gasoline",30
"Fiat",1.8,24979,"Gasoline",15
"VW - VolksWagen",1.4,146388,"Gasoline",5
"Ford",1.6,33907,"Gasoline",11
"Fiat",1.5,10352,"Gasoline",28
"Fiat",1.4,35748,"Gasoline",9
"GM - Chevrolet",4.3,18048,"Gasoline",23
"Fiat",1.5,10068,"Alcohol",24
"VW - VolksWagen",2,59990,"Gasoline",12
"GM - Chevrolet",1,111956,"Gasoline",0
"Mercedes-Benz",2.2,50365,"Diesel",19
"Mercedes-Benz",2.2,338191,"Diesel",0
"VW - VolksWagen",1.8,5975,"Gasoline",33
"Fiat",1.4,38340,"Gasoline",12
"GM - Chevrolet",1.8,8898,"Gasoline",29
"Ford",2.2,212777,"Diesel",0
"Ford",1.6,20401,"Gasoline",16
"VW - VolksWagen",1.8,12754,"Gasoline",29
"Ford",1.6,56212,"Gasoline",9
"VW - VolksWagen",1,14144,"Gasoline",21
"Fiat",1.8,32335,"Gasoline",13
"GM - Chevrolet",2.8,75751,"Diesel",13
"Ford",3.2,123175,"Diesel",8
"Fiat",1.4,39994,"Gasoline",12
"GM - Chevrolet",2.8,132801,"Diesel",8
"Fiat",1.4,43684,"Gasoline",11
"GM - Chevrolet",3.6,42928,"Gasoline",15
"GM - Chevrolet",1.8,92757,"Gasoline",2
"Ford",1.6,76985,"Gasoline",4
"Mercedes-Benz",5.5,192036,"Gasoline",11
"GM - Chevrolet",2,33361,"Gasoline",12
"Ford",3.9,33648,"Diesel",32
"Ford",3,71320,"Diesel",14
"VW - VolksWagen",1.8,16925,"Gasoline",20
"VW - VolksWagen",1.8,13021,"Alcohol",27
"GM - Chevrolet",1,18480,"Gasoline",16
"Fiat",1,24361,"Gasoline",14
"Mercedes-Benz",2.2,46102,"Diesel",21
"Fiat",1.4,41416,"Gasoline",10
"Fiat",2.3,121949,"Diesel",6
"Mercedes-Benz",2.3,24439,"Gasoline",32
"VW - VolksWagen",1,106781,"Gasoline",3
"Mercedes-Benz",2.2,117182,"Diesel",8
"Mercedes-Benz",2.2,37167,"Diesel",21
"GM - Chevrolet",1.6,16592,"Gasoline",19
"VW - VolksWagen",2,21230,"Gasoline",23
"Ford",3.5,83247,"Gasoline",9
"GM - Chevrolet",1,126660,"Gasoline",2
"Ford",1,10814,"Gasoline",23
"GM - Chevrolet",1,82513,"Gasoline",2
"Fiat",1.3,132686,"Gasoline",1
"Mercedes-Benz",1.6,77185,"Gasoline",10
"Mercedes-Benz",3.5,261331,"Gasoline",7
"Fiat",1,16694,"Gasoline",17
"Mercedes-Benz",2,224351,"Gasoline",8
"GM - Chevrolet",4.1,16629,"Gasoline",37
"Ford",2.5,33547,"Diesel",24
"Ford",3,62130,"Diesel",16
"VW - VolksWagen",2.8,17173,"Gasoline",24
"Fiat",1.5,3451,"Gasoline",37
"Fiat",2.8,26025,"Diesel",23
"Mercedes-Benz",3.5,90363,"Gasoline",13
"GM - Chevrolet",1.4,30690,"Gasoline",14
"VW - VolksWagen",1.6,18520,"Gasoline",24
"GM - Chevrolet",1.4,47516,"Gasoline",9
"Fiat",1.5,2515,"Gasoline",35
"Mercedes-Benz",2,433081,"Gasoline",0
"GM - Chevrolet",4.1,36818,"Gasoline",27
"Mercedes-Benz",1.6,78232,"Gasoline",10
"VW - VolksWagen",1.8,4715,"Gasoline",29
"Fiat",1.9,24852,"Gasoline",13
"Mercedes-Benz",2.2,239496,"Diesel",2
"GM - Chevrolet",3.9,65110,"Diesel",28
"Fiat",1,27800,"Gasoline",12
"Fiat",1.4,30790,"Gasoline",11
"VW - VolksWagen",4.2,208101,"Gasoline",7
"Ford",2.5,11907,"Gasoline",24
"Fiat",1.6,47222,"Gasoline",7
"Mercedes-Benz",2,532447,"Gasoline",2
"VW - VolksWagen",3,314326,"Diesel",0
"GM - Chevrolet",3,56307,"Gasoline",10
"GM - Chevrolet",1,28652,"Gasoline",9
"Ford",4.2,27735,"Gasoline",25
"Fiat",1.4,72185,"Gasoline",4
"Fiat",1.4,63230,"Gasoline",8
"Ford",3.2,265990,"Diesel",0
"Fiat",1.8,35708,"Gasoline",11
"Ford",3.6,12720,"Gasoline",32
"Fiat",1.8,36034,"Gasoline",11
"Mercedes-Benz",1.8,71966,"Gasoline",13
"Fiat",1.5,12557,"Gasoline",26
"Fiat",1.5,11024,"Alcohol",24
"Mercedes-Benz",1.6,55843,"Gasoline",13
"Ford",3.2,118862,"Diesel",9
"VW - VolksWagen",1.6,44721,"Gasoline",10
"VW - VolksWagen",2,52190,"Gasoline",13
"Mercedes-Benz",2.2,106357,"Diesel",11
"VW - VolksWagen",1.8,6215,"Gasoline",35
"Mercedes-Benz",5,96475,"Gasoline",28
"Fiat",1.5,19408,"Alcohol",18
"Ford",1.6,31497,"Gasoline",15
"VW - VolksWagen",1,16823,"Gasoline",18
"VW - VolksWagen",1.6,22684,"Gasoline",17
"Ford",1.8,6975,"Gasoline",28
"Ford",1.6,5452,"Gasoline",33
"GM - Chevrolet",2.8,161138,"Diesel",6
"VW - VolksWagen",1.8,19464,"Gasoline",26
"Ford",1.8,7854,"Gasoline",26
"Fiat",2.4,60010,"Gasoline",10
"Ford",2.2,142450,"Diesel",6
"Fiat",1.8,38557,"Gasoline",12
"VW - VolksWagen",1.6,14569,"Alcohol",24
"VW - VolksWagen",1.6,30238,"Gasoline",13
"Fiat",1,23790,"Gasoline",13
"Fiat",1.5,7986,"Gasoline",31
"VW - VolksWagen",2.8,30475,"Gasoline",20
"GM - Chevrolet",1.4,16023,"Gasoline",18
"GM - Chevrolet",4.3,20890,"Gasoline",28
"Fiat",1.8,21523,"Gasoline",16
"Mercedes-Benz",1.8,175405,"Gasoline",11
"Fiat",1.6,43950,"Gasoline",9
"Fiat",1.6,9482,"Gasoline",26
"Mercedes-Benz",3.5,71825,"Gasoline",16
"Mercedes-Benz",6.2,119306,"Gasoline",16
"Mercedes-Benz",1.6,111987,"Gasoline",7
"Ford",1.6,8679,"Gasoline",31
"GM - Chevrolet",3,49544,"Gasoline",11
"GM - Chevrolet",1.4,53334,"Gasoline",6
"Ford",4,31455,"Gasoline",25
"GM - Chevrolet",4.3,23500,"Gasoline",25
"Fiat",1.6,9933,"Gasoline",24
"GM - Chevrolet",1,8142,"Gasoline",27
"Ford",2,52451,"Gasoline",10
"Ford",2.5,117773,"Gasoline",6
"Mercedes-Benz",3,80715,"Diesel",15
"GM - Chevrolet",1.8,58734,"Gasoline",9
"Fiat",1.5,9539,"Gasoline",27
"Mercedes-Benz",3.2,62231,"Gasoline",18
"GM - Chevrolet",1.4,64684,"Gasoline",6
"Mercedes-Benz",3.2,44764,"Gasoline",20
"Ford",3,68338,"Diesel",11
"VW - VolksWagen",3.6,63684,"Gasoline",14
"Ford",3,63200,"Diesel",16
"GM - Chevrolet",4.1,13035,"Gasoline",34
"Ford",2.5,129307,"Gasoline",5
"Mercedes-Benz",3,435974,"Gasoline",4
"GM - Chevrolet",4.1,41073,"Gasoline",24
"VW - VolksWagen",1.6,82085,"Gasoline",4
"VW - VolksWagen",1.6,52567,"Gasoline",8
"Ford",2.7,294579,"Gasoline",3
"Ford",1.6,54505,"Gasoline",9
"Mercedes-Benz",6,84727,"Gasoline",25
"GM - Chevrolet",1.6,10393,"Gasoline",21
"Fiat",1.3,10561,"Gasoline",18
"Fiat",1.6,4552,"Gasoline",33
"Mercedes-Benz",6,90230,"Gasoline",25
"Fiat",1,11169,"Gasoline",20
"VW - VolksWagen",1.6,43269,"Gasoline",8
"GM - Chevrolet",2.8,234726,"Diesel",0
"Mercedes-Benz",2.2,164769,"Diesel",6
"VW - VolksWagen",1.6,65848,"Gasoline",8
"GM - Chevrolet",1,19637,"Gasoline",12
"VW - VolksWagen",1,38138,"Gasoline",8
"Ford",2.8,47318,"Diesel",18
"GM - Chevrolet",2.5,10978,"Gasoline",35
"Ford",5,27764,"Gasoline",25
"Ford",5.8,23437,"Gasoline",29
"Ford",1.6,12408,"Gasoline",23
"Ford",1,56287,"Gasoline",2
"VW - VolksWagen",1.6,27930,"Gasoline",13
"VW - VolksWagen",1.6,10239,"Gasoline",25
"VW - VolksWagen",1.6,18074,"Gasoline",24
"Ford",1,13052,"Gasoline",18
"VW - VolksWagen",1.6,53046,"Gasoline",6
"Mercedes-Benz",2,38878,"Gasoline",14
"GM - Chevrolet",4.1,24163,"Gasoline",32
"VW - VolksWagen",2,98847,"Diesel",11
"Mercedes-Benz",5.5,117888,"Gasoline",13
"Mercedes-Benz",1.9,16198,"Gasoline",21
"Mercedes-Benz",3,788433,"Gasoline",3
"GM - Chevrolet",1.4,144116,"Gasoline",0
"GM - Chevrolet",2,25264,"Gasoline",16
"Mercedes-Benz",2.2,43305,"Diesel",20
"GM - Chevrolet",1,10823,"Gasoline",23
"Ford",2.2,175797,"Diesel",4
"VW - VolksWagen",2,27518,"Gasoline",24
"VW - VolksWagen",1.8,5924,"Gasoline",29
"Ford",3,71404,"Diesel",11
"Ford",1,62639,"Gasoline",2
"Ford",1.6,8867,"Gasoline",33
"Ford",4.2,122676,"Diesel",19
"Mercedes-Benz",2.5,31298,"Diesel",25
"Fiat",1.4,32873,"Gasoline",10
"GM - Chevrolet",4.1,27635,"Gasoline",35
"Mercedes-Benz",3,666255,"Gasoline",1
"GM - Chevrolet",1.4,43475,"Gasoline",9
"Fiat",1.8,32218,"Gasoline",15
"Fiat",1.4,54118,"Gasoline",6
"Ford",4.2,59548,"Gasoline",23
"Ford",2,54161,"Gasoline",10
"Fiat",1.3,11569,"Alcohol",19
"Fiat",1.6,18705,"Gasoline",22
"GM - Chevrolet",4.1,13217,"Gasoline",34
"Ford",1,59657,"Gasoline",7
"VW - VolksWagen",1.4,81936,"Gasoline",8
"Mercedes-Benz",2.2,294829,"Diesel",0
"GM - Chevrolet",1.8,71791,"Gasoline",7
"Ford",1.8,8849,"Gasoline",24
"Ford",1.6,28320,"Gasoline",13
"Mercedes-Benz",1.7,42543,"Gasoline",12
"GM - Chevrolet",6.2,365785,"Gasoline",6
"GM - Chevrolet",3,43789,"Gasoline",12
"Mercedes-Benz",2.3,30788,"Gasoline",30
"Ford",1.8,9566,"Gasoline",27
"GM - Chevrolet",1.8,50533,"Gasoline",9
"Ford",2,37650,"Gasoline",11
"GM - Chevrolet",5.7,20896,"Gasoline",32
"Ford",2,17628,"Gasoline",20
"Ford",1,21648,"Gasoline",12
"Ford",2,7566,"Gasoline",31
"GM - Chevrolet",4,55288,"Diesel",32
"Ford",4.2,85809,"Diesel",23
"Mercedes-Benz",2.2,99784,"Diesel",7
"VW - VolksWagen",1.6,41687,"Gasoline",10
"GM - Chevrolet",2.5,110036,"Gasoline",7
"Ford",4,28055,"Gasoline",22
"Mercedes-Benz",2.2,48868,"Diesel",19
"Mercedes-Benz",3.2,90011,"Gasoline",26
"Mercedes-Benz",6,279658,"Gasoline",14
"VW - VolksWagen",1.8,29971,"Gasoline",16
"Mercedes-Benz",2.2,110168,"Diesel",11
"GM - Chevrolet",2,30916,"Gasoline",13
"VW - VolksWagen",3,272801,"Diesel",3
"Mercedes-Benz",2,560196,"Gasoline",1
"VW - VolksWagen",2,114180,"Diesel",9
"VW - VolksWagen",2,62956,"Gasoline",11
"Mercedes-Benz",3,430376,"Gasoline",6
"GM - Chevrolet",2.8,63978,"Diesel",17
"Fiat",1.8,91183,"Gasoline",6
"Fiat",1.4,47940,"Gasoline",12
"Ford",1,8203,"Gasoline",23
"Fiat",1.6,5080,"Gasoline",34
"Ford",1.6,3535,"Gasoline",35
"GM - Chevrolet",2.5,8220,"Gasoline",37
"Fiat",2.3,166894,"Diesel",2
"Fiat",1.9,49696,"Gasoline",7
"VW - VolksWagen",2,11417,"Gasoline",27
"GM - Chevrolet",1.4,32141,"Gasoline",10
"VW - VolksWagen",1.6,20069,"Gasoline",24
"VW - VolksWagen",1.6,5179,"Gasoline",29
"VW - VolksWagen",1.6,14211,"Alcohol",20
"Ford",1.6,61210,"Gasoline",6
"GM - Chevrolet",4.3,27692,"Gasoline",22
"Fiat",1,25196,"Gasoline",11
"GM - Chevrolet",2.5,9891,"Gasoline",36
"Fiat",1.8,74062,"Gasoline",5
"Mercedes-Benz",2,164333,"Gasoline",7
"Ford",1.6,37252,"Gasoline",9
"GM - Chevrolet",3.9,42762,"Diesel",37
"Fiat",1.4,31630,"Gasoline",13
"GM - Chevrolet",1.4,60950,"Gasoline",6
"VW - VolksWagen",1,46589,"Gasoline",5
"Mercedes-Benz",2,495562,"Diesel",1
"Ford",3.9,18487,"Diesel",35
"Fiat",1.8,12179,"Gasoline",21
"GM - Chevrolet",1,12787,"Alcohol",18
"GM - Chevrolet",2.4,36473,"Gasoline",17
"Fiat",1.4,45267,"Gasoline",7
"GM - Chevrolet",1.4,29995,"Gasoline",11
"VW - VolksWagen",2,34430,"Gasoline",15
"Fiat",1.4,39168,"Gasoline",11
"VW - VolksWagen",1.6,43730,"Gasoline",9
"VW - VolksWagen",1.8,8576,"Gasoline",32
"Ford",3.2,125577,"Diesel",9
"VW - VolksWagen",1.4,126083,"Gasoline",5
"VW - VolksWagen",1.6,39524,"Gasoline",10
"VW - VolksWagen",2,12185,"Alcohol",27
"GM - Chevrolet",2.8,124443,"Diesel",8
"GM - Chevrolet",1,33148,"Gasoline",8
"GM - Chevrolet",4,24236,"Diesel",35
"Ford",3.2,219085,"Diesel",3
"GM - Chevrolet",1,29236,"Gasoline",9
"VW - VolksWagen",1.6,13198,"Alcohol",22
"VW - VolksWagen",1.6,45554,"Gasoline",9
"Ford",1.8,6146,"Gasoline",29
"Fiat",1,24918,"Gasoline",13
"GM - Chevrolet",1.4,26510,"Gasoline",13
"VW - VolksWagen",1.8,26281,"Gasoline",23
"GM - Chevrolet",1.6,14014,"Gasoline",23
"Fiat",1.6,11160,"Gasoline",24
"GM - Chevrolet",1,10864,"Gasoline",23
"Mercedes-Benz",2.2,102950,"Diesel",10
"Fiat",1.6,39806,"Gasoline",9
"VW - VolksWagen",1.6,39609,"Gasoline",11
"VW - VolksWagen",1.8,32238,"Gasoline",18
"VW - VolksWagen",1,10225,"Gasoline",21
"VW - VolksWagen",2,181994,"Gasoline",4
"Ford",5.8,23351,"Gasoline",29
"Mercedes-Benz",2.2,117854,"Diesel",8
"GM - Chevrolet",1,14267,"Gasoline",20
"Fiat",1.8,37938,"Gasoline",11
"Ford",2,40247,"Gasoline",13
"Fiat",1.8,43387,"Gasoline",11
"Ford",4.2,117667,"Diesel",23
"Ford",3.2,114088,"Diesel",8
"VW - VolksWagen",2,16089,"Gasoline",23
"VW - VolksWagen",3.2,42873,"Gasoline",16
"Ford",2.3,46573,"Gasoline",15
"GM - Chevrolet",1.8,118842,"Gasoline",0
"Mercedes-Benz",5,99999,"Gasoline",21
"VW - VolksWagen",1.6,14276,"Alcohol",21
"Ford",3,80968,"Diesel",11
"Fiat",1.8,91713,"Gasoline",2
"VW - VolksWagen",1.6,12923,"Gasoline",20
"Mercedes-Benz",2.2,79437,"Diesel",14
"Mercedes-Benz",1.6,59853,"Gasoline",12
"Mercedes-Benz",1.6,80256,"Gasoline",9
"Fiat",1.3,17589,"Gasoline",18
"Fiat",2.4,26973,"Gasoline",18
"GM - Chevrolet",4.1,9632,"Gasoline",38
"Mercedes-Benz",2,18756,"Gasoline",30
"Mercedes-Benz",2.2,76194,"Diesel",12
"Ford",1.8,9768,"Gasoline",23
"GM - Chevrolet",4,48596,"Diesel",32
"GM - Chevrolet",1.4,48894,"Gasoline",7
"GM - Chevrolet",2.8,48867,"Diesel",21
"Mercedes-Benz",2,483265,"Diesel",1
"Fiat",1.8,24437,"Gasoline",17
"GM - Chevrolet",4.1,16691,"Gasoline",32
"Fiat",1.4,80198,"Gasoline",4
"GM - Chevrolet",1.8,23913,"Gasoline",15
"GM - Chevrolet",4.1,16419,"Gasoline",32
"Ford",2.2,132699,"Diesel",6
"GM - Chevrolet",2.4,51159,"Gasoline",14
"Ford",2.2,144333,"Diesel",5
"Mercedes-Benz",5,213329,"Gasoline",16
"GM - Chevrolet",5.7,273234,"Gasoline",16
"Fiat",1,32965,"Gasoline",10
"VW - VolksWagen",1.8,7072,"Alcohol",27
"GM - Chevrolet",2,28900,"Gasoline",14
"GM - Chevrolet",1,116435,"Gasoline",0
"Fiat",2.3,110413,"Diesel",7
"Fiat",1.8,21345,"Gasoline",18
"VW - VolksWagen",1.6,100584,"Gasoline",2
"Fiat",1.8,21632,"Gasoline",18
"Ford",2.5,34352,"Diesel",29
"VW - VolksWagen",1.8,18715,"Gasoline",26
"Fiat",2.4,14298,"Gasoline",21
"Fiat",1,24344,"Gasoline",15
"Ford",4.2,100731,"Diesel",18
"VW - VolksWagen",1.6,8867,"Gasoline",32
"Mercedes-Benz",2.2,115619,"Diesel",9
"Fiat",1.4,35965,"Gasoline",13
"GM - Chevrolet",1.8,16751,"Gasoline",22
"GM - Chevrolet",1,74353,"Gasoline",3
"GM - Chevrolet",2.5,26335,"Diesel",24
"VW - VolksWagen",4.2,57312,"Gasoline",15
"VW - VolksWagen",1.8,24296,"Gasoline",20
"VW - VolksWagen",1.8,8235,"Gasoline",26
"Fiat",1.8,7291,"Gasoline",24
"Ford",1.6,15520,"Gasoline",21
"Ford",1.6,60230,"Gasoline",8
"Fiat",2.8,36894,"Diesel",17
"Ford",2.5,27716,"Gasoline",25
"Ford",3.9,105361,"Diesel",13
"GM - Chevrolet",2.4,62953,"Gasoline",11
"Ford",1.8,6448,"Alcohol",28
"VW - VolksWagen",1,16754,"Gasoline",17
"Fiat",2.8,23139,"Diesel",25
"Fiat",1.4,82082,"Gasoline",4
"Ford",1.6,64814,"Gasoline",6
"Ford",2,8641,"Gasoline",26
"GM - Chevrolet",1.8,9021,"Alcohol",25
"VW - VolksWagen",1.6,5371,"Gasoline",36
"Ford",1.6,58493,"Gasoline",8
"Mercedes-Benz",3.2,47584,"Gasoline",28
"GM - Chevrolet",2.8,104224,"Diesel",10
"VW - VolksWagen",1.8,10699,"Gasoline",34
"Mercedes-Benz",1.8,189541,"Gasoline",10
"GM - Chevrolet",5.7,51174,"Gasoline",32
"GM - Chevrolet",2.2,12392,"Alcohol",28
"VW - VolksWagen",1.6,14850,"Alcohol",21
"VW - VolksWagen",1.6,11367,"Alcohol",26
"Ford",1.6,14990,"Gasoline",20
"Ford",1,20119,"Gasoline",19
"GM - Chevrolet",1,20180,"Gasoline",15
"GM - Chevrolet",2,25677,"Gasoline",17
"Ford",2,72496,"Gasoline",6
"GM - Chevrolet",3.9,44289,"Diesel",37
"VW - VolksWagen",2.5,34479,"Gasoline",15
"GM - Chevrolet",2,7464,"Gasoline",31
"GM - Chevrolet",1.8,60248,"Gasoline",7
"Ford",2.8,49802,"Diesel",19
"Ford",1.8,9406,"Gasoline",27
"Ford",2,22201,"Gasoline",17
"VW - VolksWagen",1.8,19882,"Gasoline",26
"Fiat",1.8,29045,"Gasoline",14
"Mercedes-Benz",2.2,231280,"Diesel",0
"VW - VolksWagen",1.6,58601,"Gasoline",5
"VW - VolksWagen",1.6,52675,"Gasoline",6
"GM - Chevrolet",1.6,12697,"Gasoline",26
"VW - VolksWagen",1.4,152118,"Gasoline",5
"Ford",2,21173,"Gasoline",20
"GM - Chevrolet",2.8,119208,"Diesel",8
"Ford",1.6,23067,"Gasoline",14
"VW - VolksWagen",1.6,20429,"Alcohol",19
"Fiat",1.5,5294,"Gasoline",32
"Ford",1.6,53755,"Gasoline",9
"Fiat",1.4,35953,"Gasoline",10
"VW - VolksWagen",2.8,23965,"Gasoline",22
"GM - Chevrolet",2,8719,"Gasoline",28
"GM - Chevrolet",1.4,70641,"Gasoline",5
"Ford",2.3,54236,"Gasoline",13
"GM - Chevrolet",4.1,18285,"Gasoline",35
"GM - Chevrolet",2,30396,"Gasoline",14
"Fiat",1.8,28566,"Gasoline",16
"Mercedes-Benz",3,84956,"Diesel",15
"Fiat",1.4,33121,"Gasoline",11
"GM - Chevrolet",4.1,31827,"Gasoline",31
"Ford",1.6,24331,"Gasoline",13
"VW - VolksWagen",1.8,17182,"Alcohol",19
"Mercedes-Benz",1.3,281399,"Gasoline",1
"Mercedes-Benz",5.5,281169,"Gasoline",12
"VW - VolksWagen",1.6,28321,"Gasoline",16
"Mercedes-Benz",2.2,168505,"Diesel",6
"Ford",2,60091,"Gasoline",8
"Fiat",1.8,57780,"Gasoline",7
"Mercedes-Benz",2,345666,"Gasoline",5
"Mercedes-Benz",3,32152,"Gasoline",30
"VW - VolksWagen",1,14175,"Gasoline",17
"GM - Chevrolet",2.2,11403,"Gasoline",26
"Ford",2,42239,"Gasoline",11
"VW - VolksWagen",1.6,87655,"Gasoline",0
"VW - VolksWagen",2,94521,"Diesel",10
"GM - Chevrolet",1.4,24049,"Gasoline",16
"Fiat",1.6,44034,"Gasoline",7
"Ford",2.2,124429,"Diesel",7
"Mercedes-Benz",2,157540,"Gasoline",10
"Fiat",1,28006,"Gasoline",11
"Ford",4.6,45665,"Gasoline",24
"Ford",3.2,126900,"Diesel",9
"Fiat",1.4,25286,"Gasoline",15
"GM - Chevrolet",4,52939,"Diesel",31
"Fiat",1.6,29155,"Gasoline",12
"Ford",3.2,155946,"Diesel",7
"VW - VolksWagen",2,17825,"Gasoline",24
"Mercedes-Benz",5.5,172938,"Gasoline",11
"VW - VolksWagen",1.6,82965,"Gasoline",5
"Ford",3.9,50976,"Diesel",30
"VW - VolksWagen",2,60748,"Gasoline",12
"GM - Chevrolet",4.3,23598,"Gasoline",22
"GM - Chevrolet",1.4,30657,"Gasoline",10
"Fiat",1.4,35868,"Gasoline",9
"GM - Chevrolet",1,19950,"Gasoline",15
"VW - VolksWagen",2.8,9064,"Gasoline",29
"Mercedes-Benz",4,1407402,"Gasoline",4
